idActeur,idFilm,salaire
62,95,6989640.0
62,163,5491860.0
62,27578,3994080.0
62,76163,4992600.0
62,146216,4193784.0
62,285923,3345042.0
63,18,1306440.0
63,10047,1233860.0
63,52451,1088700.0
63,334074,290320.0
64,18,1433160.0
64,101,254784.0
64,155,2945940.0
64,272,2388600.0
64,673,2070120.0
64,674,2388600.0
64,675,2388600.0
64,6114,636960.0
64,12445,1990500.0
64,49026,3981000.0
64,97020,1910880.0
64,181283,796200.0
64,517909,
65,18,560880.0
65,68,93480.0
65,120,579576.0
65,122,585808.0
65,1830,311600.0
65,2567,685520.0
65,9443,34276.0
66,18,186660.0
66,184,24888.0
66,293767,82960.0
85,1587,242440.0
85,1878,407740.0
85,8054,661200.0
85,13885,1102000.0
85,21189,
85,62213,3306000.0
85,241259,3746800.0
85,392044,1212200.0
99,177,103248.0
99,392794,
103,11324,1512320.0
103,75656,1417800.0
103,99861,5293120.0
103,284053,3402720.0
103,291805,1701360.0
103,299534,6729824.0
103,299536,5671200.0
108,120,563952.0
108,121,479056.0
108,122,570016.0
108,763,18192.0
108,1024,30320.0
108,8216,4548.0
108,32458,3941.6
109,120,1227042.0
109,121,1042326.0
109,122,1240236.0
109,2266,171522.0
109,8656,989550.0
109,274854,1187460.0
110,120,1661166.0
110,121,1411098.0
110,122,1679028.0
110,2023,1786200.0
110,2252,919893.0
112,120,1238202.0
112,121,1051806.0
112,122,1251516.0
112,217,2463090.0
112,345,865410.0
112,2567,1464540.0
112,253639,
112,284053,2396520.0
113,120,449748.0
113,121,382044.0
113,122,454584.0
113,682,33852.0
113,2268,870480.0
113,44826,822120.0
113,60672,
113,62213,725400.0
113,135921,
114,120,768552.0
114,121,652856.0
114,122,776816.0
114,52451,619800.0
116,9667,394458.0
116,23830,95214.0
116,205596,190428.0
116,426543,1632240.0
118,612,448140.0
118,45269,96030.0
130,1955,11760.0
130,140607,576240.0
133,9313,433370.0
133,333484,1114380.0
134,32856,426192.0
134,51540,286860.0
134,68718,819600.0
134,227159,344232.0
134,339403,278664.0
134,631143,
138,5,88392.0
138,184,265176.0
138,500,26517.6
138,1991,552450.0
138,16869,1546860.0
138,68718,2209800.0
138,273248,972312.0
138,285923,1480566.0
139,24,321240.0
139,393,321240.0
139,9620,642480.0
139,32657,1017260.0
139,631143,
140,24,322920.0
140,393,322920.0
140,10354,
140,631143,
141,24,186900.0
141,393,186900.0
147,24,214740.0
147,393,214740.0
147,500,8589.6
147,36669,1002120.0
147,273248,314952.0
147,466272,680010.0
147,631143,
150,4982,433800.0
150,8999,95436.0
169,612,374500.0
169,9045,
190,33,132412.0
190,66,472900.0
190,70,283740.0
190,688,226992.0
190,10015,141870.0
190,10354,
190,10650,208076.0
190,13223,312114.0
190,253639,
192,33,477820.0
192,70,1023900.0
192,74,4505160.0
192,155,6314050.0
192,272,5119500.0
192,278,853250.0
192,310,2730400.0
192,807,1126290.0
192,4614,2320840.0
192,6950,1706500.0
192,8656,2559750.0
192,10027,1535850.0
192,37430,3071700.0
192,49026,8532500.0
192,75612,4095600.0
192,75656,2559750.0
192,117263,2389100.0
192,214756,2320840.0
192,240832,1365200.0
192,291805,3071700.0
192,423204,1365200.0
192,426543,4095600.0
192,529983,
193,33,302400.0
193,66,1080000.0
193,253639,
194,33,56672.0
194,98,416944.0
194,671,506000.0
194,672,404800.0
194,7010,40480.0
198,35,950100.0
198,1402,696740.0
198,16366,
199,35,1208400.0
199,9686,241680.0
200,35,973050.0
200,929,1686620.0
204,597,1897200.0
204,1024,47430.0
204,10209,113832.0
204,11615,474300.0
204,11619,1413414.0
204,39538,569160.0
204,72113,237150.0
204,253639,
204,283227,
204,290512,332010.0
205,1443,75960.0
205,1887,506400.0
205,9686,189900.0
205,11820,822900.0
205,109443,633000.0
206,310,872640.0
206,8871,1341684.0
206,109443,545400.0
206,253639,
207,272,1287900.0
207,7984,111618.0
207,11439,386370.0
207,40805,1030320.0
207,120467,257580.0
212,607,361620.0
212,608,562520.0
212,157370,4138.78
212,446354,200900.0
227,5915,85290.0
227,7461,227440.0
227,299534,2024216.0
227,299536,1705800.0
228,66,410000.0
228,568,426400.0
228,9802,615000.0
228,381283,246000.0
250,62,14400.0
250,185,2640.0
280,68,55110.0
280,762,1469.6
280,4543,
280,11834,
280,21189,
287,63,1856671.0
287,161,5349730.0
287,163,6923180.0
287,298,5349730.0
287,550,3965094.0
287,807,2076954.0
287,4476,1888140.0
287,14411,3776280.0
287,16869,4405660.0
287,383498,6923180.0
287,466272,5979110.0
287,567604,
288,63,134638.0
288,8961,593320.0
290,63,159477.0
290,388,243270.0
290,1883,183804.0
290,1966,837930.0
290,8054,162180.0
290,10395,378420.0
290,65754,486540.0
290,546554,216240.0
326,2118,440790.0
326,3586,188910.0
326,36670,453384.0
335,676,2075080.0
335,8961,1926860.0
335,546554,592880.0
349,66,522800.0
349,1443,62736.0
349,1669,313680.0
349,2034,470520.0
349,2143,
349,2503,731920.0
350,66,366500.0
350,322,183250.0
350,11615,366500.0
350,363676,439800.0
351,66,289900.0
351,1887,231920.0
352,66,287600.0
352,14411,345120.0
352,214756,391136.0
352,353491,345120.0
378,68,67500.0
378,714,495000.0
378,4442,396000.0
378,8195,247500.0
378,14869,787500.0
378,551332,
380,68,337290.0
380,117,562150.0
380,184,269832.0
380,769,562150.0
380,8195,1236730.0
380,9992,1933796.0
380,10555,1686450.0
380,112205,674580.0
380,168672,899440.0
380,475557,1236730.0
381,68,29400.0
381,920,235200.0
381,1878,36260.0
382,68,107340.0
382,879,500920.0
382,2266,93028.0
382,6116,178900.0
382,10027,322020.0
383,68,44280.0
383,762,1180.8
383,4543,
383,11834,
385,68,41640.0
385,11661,61072.0
386,68,42390.0
386,1245,32499.0
388,68,135540.0
388,217,1671660.0
388,767,2259000.0
388,3131,903600.0
388,12445,1129500.0
388,83542,921672.0
388,258489,1626480.0
400,2984,15197.0
400,7978,651300.0
400,11914,
400,28971,
417,10184,198080.0
417,11820,321880.0
417,269149,742800.0
418,59961,537880.0
418,517909,
418,529983,
448,70,259140.0
448,399170,250502.0
449,70,111000.0
449,49014,75850.0
449,97020,444000.0
450,70,163800.0
450,41154,1228500.0
452,70,289200.0
452,2266,125320.0
452,11860,559120.0
452,301337,655520.0
453,70,113580.0
453,3580,208230.0
453,546554,151440.0
454,70,223560.0
454,168672,298080.0
454,286217,804816.0
454,363088,1043280.0
477,671,497250.0
477,672,397800.0
477,673,517140.0
477,675,596700.0
477,767,994500.0
477,11631,206856.0
477,12444,994500.0
477,12445,497250.0
477,458423,298350.0
478,254,794052.0
478,13813,122752.0
478,17578,498680.0
480,1404,
480,2143,
480,3131,340200.0
480,8129,
480,11661,74844.0
488,87,412888.0
488,330,1076458.0
488,578,103222.0
488,818,928998.0
488,253639,
500,74,3081408.0
500,180,2381088.0
500,345,1517360.0
500,818,1470672.0
500,954,1867520.0
500,955,2918000.0
500,75612,2801280.0
500,253639,
501,74,1377288.0
501,9509,730380.0
501,9986,886890.0
501,10950,229548.0
501,466272,991230.0
502,74,1671912.0
502,121,1000614.0
502,122,1190604.0
502,2655,1266600.0
504,74,666864.0
504,278,126300.0
504,322,126300.0
504,1713,70728.0
504,3586,75780.0
514,75,396200.0
514,510,16980.0
514,694,107540.0
514,1422,509400.0
514,10395,396200.0
514,253639,
515,75,589400.0
515,879,589400.0
515,9499,
515,118340,1431400.0
515,253639,
516,14,94590.0
516,75,441420.0
516,253639,
517,75,960960.0
517,710,796224.0
517,714,1510080.0
517,788,343200.0
517,9619,1592448.0
517,11439,617760.0
517,11631,713856.0
517,13249,247104.0
517,23169,219648.0
517,32657,1304160.0
517,36643,1853280.0
517,36669,1921920.0
517,107985,274560.0
517,135921,
517,192141,68640.0
517,253344,
517,254904,205920.0
517,334074,274560.0
517,340677,178464.0
517,379149,480480.0
517,458423,1029600.0
518,75,662200.0
518,364,756800.0
518,510,28380.0
518,818,595980.0
518,1443,56760.0
518,2118,331100.0
519,75,350560.0
519,9837,350560.0
519,80321,726160.0
521,75,717500.0
521,10779,307500.0
521,253639,
522,75,859320.0
522,9289,122760.0
522,10400,613800.0
522,253639,
524,75,960540.0
524,101,219552.0
524,2266,178386.0
524,2288,370494.0
524,9716,274440.0
524,10195,2058300.0
524,11515,686100.0
524,44214,178386.0
524,76338,2332740.0
524,299534,4885032.0
526,75,274400.0
526,2263,
526,9716,78400.0
526,27205,627200.0
526,281957,529200.0
529,77,122490.0
529,2118,476350.0
529,13291,299420.0
529,45269,204150.0
529,70981,1769300.0
532,77,65916.0
532,8961,952120.0
532,9737,139156.0
532,32657,695780.0
532,38700,
532,39691,622540.0
534,77,50580.0
534,272,843000.0
534,807,185460.0
535,77,10800.0
535,10950,26400.0
535,27205,192000.0
535,49026,300000.0
535,157336,198000.0
537,77,57330.0
537,402,312130.0
538,77,25200.0
538,10796,137200.0
539,77,37926.0
539,8960,632100.0
539,9499,
539,49026,1053500.0
540,77,16146.0
540,1954,23322.0
540,9620,107640.0
543,77,10800.0
543,7300,
543,253344,
544,77,18936.0
544,272,315600.0
569,1830,374100.0
569,2034,336690.0
569,333484,673380.0
585,272,3344400.0
585,526,445920.0
585,48171,824952.0
587,40805,1507440.0
587,136400,766282.0
588,10386,305200.0
588,546554,174400.0
589,24,279240.0
589,393,279240.0
592,247,888.32
592,694,52744.0
592,975,2595.56
613,81,4536.0
613,128,120204.0
613,8392,
613,15371,
614,81,1200.0
614,11621,
616,81,1680.0
616,15371,
617,81,1200.0
617,10515,
617,15371,
618,81,2440.0
618,15371,
620,81,1200.0
620,11621,
622,81,1992.0
622,128,52788.0
649,89,188160.0
649,192,78400.0
649,691,54880.0
649,4909,
649,50512,137200.0
650,85,79920.0
650,217,821400.0
650,1883,150960.0
653,85,50400.0
653,89,134400.0
655,85,113004.0
655,89,301344.0
655,120,583854.0
655,121,495962.0
655,122,590132.0
656,85,46296.0
656,89,123456.0
658,85,272520.0
658,526,302800.0
658,591,1892500.0
658,15159,
658,50512,529900.0
658,290751,295230.0
658,404368,2649500.0
659,85,61632.0
659,1245,39376.0
659,297762,510176.0
663,85,43920.0
663,36576,26840.0
664,85,77904.0
664,87,121184.0
677,612,306320.0
677,8266,
677,89455,
679,2501,444000.0
679,2502,555000.0
694,87,71904.0
694,185,5649.6
694,660,14124.0
694,694,48792.0
696,87,122080.0
696,707,130800.0
696,1844,287760.0
707,87,222432.0
707,676,1112160.0
738,89,384480.0
738,117,200250.0
738,192,160200.0
738,506,17102.63
738,646,7609.5
738,657,16020.0
738,658,20025.0
738,660,44055.0
738,667,76095.0
738,681,57672.0
738,1669,240300.0
738,1844,528660.0
738,7007,320400.0
738,8009,128160.0
738,8010,240300.0
738,8698,624780.0
738,8840,456570.0
738,9289,80100.0
738,9802,600750.0
738,10540,128160.0
738,36670,288360.0
738,135921,
739,89,170304.0
739,707,106440.0
740,89,75456.0
740,672,157200.0
740,699,44016.0
742,89,108672.0
742,197,163008.0
742,714,249040.0
742,3131,226400.0
742,4614,153952.0
743,89,134400.0
743,4910,1471.37
743,354859,
747,89,132768.0
747,114,38724.0
747,640,143832.0
782,700,184470.0
782,10540,107328.0
782,65754,603720.0
782,146216,563472.0
819,73,297400.0
819,550,936810.0
819,1429,74350.0
819,9716,297400.0
819,76493,966550.0
819,120467,446100.0
819,399579,2527900.0
820,73,143120.0
820,40805,858720.0
824,73,246360.0
824,1832,123180.0
824,1954,160134.0
824,2255,3079.5
824,2293,73908.0
824,8470,443448.0
824,10637,369540.0
824,44048,1231800.0
824,106646,1231800.0
827,73,181080.0
827,161,769590.0
827,163,995940.0
827,298,769590.0
827,28981,
827,39538,543240.0
827,253639,
828,73,33120.0
828,676,231840.0
856,2266,36426.0
856,10279,61644.0
865,95,1090880.0
865,8961,1012960.0
865,38700,
880,95,3030440.0
880,489,216460.0
880,676,3030440.0
880,1832,216460.0
880,2255,5411.5
880,2293,129876.0
880,2294,476212.0
880,4614,1471928.0
880,9620,1298760.0
880,10184,865840.0
880,16366,
880,23168,800902.0
880,68734,963247.0
880,141052,6493800.0
880,209112,5411500.0
880,210577,1320406.0
880,253639,
880,297761,3809696.0
880,302946,952424.0
880,399361,
880,440762,
882,95,1923880.0
882,120,1278006.0
882,121,1085618.0
882,122,1291748.0
883,95,661080.0
883,1844,311652.0
883,10637,141660.0
883,254904,70830.0
884,95,1322440.0
884,500,11335.2
884,2266,122798.0
884,7007,377840.0
884,9686,141690.0
884,9986,802910.0
884,335988,2049782.0
886,95,906360.0
886,155,1197690.0
886,676,906360.0
886,68724,744510.0
887,95,1095920.0
887,920,939360.0
887,120467,234840.0
887,192141,39140.0
887,406997,156560.0
902,11439,54000.0
902,37430,108000.0
902,120467,36000.0
920,591,611000.0
920,841,195520.0
920,1923,48880.0
920,403300,43992.0
923,793,21036.0
923,841,140240.0
923,14462,280480.0
925,788,104600.0
925,2118,146440.0
925,9631,209200.0
934,98,996010.0
934,2118,338450.0
934,4982,967000.0
934,12113,676900.0
934,82695,589870.0
934,86834,1208750.0
934,253639,
935,98,958930.0
935,141052,2793000.0
935,297762,1387190.0
937,98,667646.0
937,2268,1166760.0
937,4909,
937,45269,97230.0
937,392044,356510.0
938,98,1066668.0
938,1372,1035600.0
938,18457,
938,118340,1760520.0
938,168259,1967640.0
938,258489,1864080.0
939,98,359676.0
939,7978,523800.0
939,50512,122220.0
940,98,239784.0
940,509,97776.0
941,98,287782.0
941,676,391160.0
941,1669,83820.0
941,2118,97790.0
941,2502,209550.0
941,13813,89408.0
941,49026,698500.0
941,118340,474980.0
955,253639,
955,267193,293930.0
955,392044,461890.0
973,4836,56238.0
973,6116,216300.0
973,8698,674856.0
973,272435,83924.4
974,1955,26320.0
974,4836,34216.0
974,52451,394800.0
974,145220,263200.0
975,12444,1117500.0
975,12445,558750.0
976,10431,670300.0
976,10796,1313788.0
976,27578,2144960.0
976,76163,2681200.0
976,138103,2413080.0
976,168259,5094280.0
976,337339,6703000.0
976,384018,5362400.0
980,80321,464580.0
980,333484,288360.0
982,841,262400.0
982,18480,275520.0
1003,101,162944.0
1003,175,146552.85
1003,397,
1003,591,1273000.0
1003,929,1323920.0
1003,954,814720.0
1003,2110,155815.2
1003,4597,203680.0
1003,4948,
1003,8195,560120.0
1003,9322,86958.12
1003,10353,
1003,10656,20368.0
1003,11619,1517416.0
1003,11687,
1003,15159,
1003,15638,
1003,37645,244416.0
1003,56715,
1003,60670,24085.16
1003,60672,
1003,94348,458280.0
1003,354859,
1003,468202,
1003,525428,
1003,595985,27496.8
1004,101,126816.0
1004,925,51519.0
1004,3586,118890.0
1005,101,28640.0
1005,402,87710.0
1005,11092,39380.0
1010,101,35328.0
1010,1713,30912.0
1010,7300,
1010,10279,48576.0
1010,20649,55200.0
1018,13448,616200.0
1018,181283,205400.0
1019,36557,2366400.0
1019,52451,1183200.0
1019,491472,
1032,3131,1129600.0
1032,9686,169440.0
1032,10555,847200.0
1032,44826,1920320.0
1032,253639,
1037,500,7461.6
1037,6277,
1037,7007,248720.0
1037,9992,534748.0
1037,16869,435260.0
1037,20649,155450.0
1037,120467,186540.0
1038,388,400680.0
1038,2841,418488.0
1038,68724,1023960.0
1038,72113,222600.0
1038,253639,
1039,1883,128044.0
1039,10540,60256.0
1064,483,139574.0
1064,1587,161612.0
1064,2310,1028440.0
1067,568,145600.0
1067,9531,109200.0
1067,141052,840000.0
1086,52366,
1086,271674,18000.0
1088,192,28240.0
1088,424,31064.0
1088,16869,98840.0
1088,36557,211800.0
1100,27578,1919680.0
1100,76163,2399600.0
1100,138103,2159640.0
1101,1366,5732.0
1101,301528,1003100.0
1118,272,679200.0
1118,345,294320.0
1118,955,566000.0
1118,12444,1132000.0
1118,354859,
1121,629,28524.0
1121,1878,87949.0
1121,7978,713100.0
1121,76338,808180.0
1121,118340,808180.0
1121,253639,
1121,273481,142620.0
1121,299536,1426200.0
1121,309809,304256.0
1123,10027,85500.0
1123,82695,115900.0
1123,325789,47500.0
1125,676,617960.0
1125,297762,657686.0
1137,445,32095.3
1137,2266,47788.0
1137,8279,69844.0
1137,49014,75358.0
1137,110428,12911.77
1137,371865,29792.99
1137,471856,
1141,13728,13877.29
1141,36598,
1141,326597,
1141,428756,
1141,432068,36636.0
1146,9406,76252.0
1146,99861,970480.0
1158,111,422950.0
1158,238,101508.0
1158,298,1438030.0
1158,466272,1607210.0
1160,111,164800.0
1160,364,527360.0
1160,526,131840.0
1160,2655,659200.0
1160,2976,329600.0
1160,7300,
1160,9037,87014.4
1160,9837,461440.0
1160,10210,72512.0
1160,10395,461440.0
1160,10396,151616.0
1160,10950,145024.0
1160,14411,395520.0
1160,15019,158208.0
1160,62213,988800.0
1160,112205,197760.0
1160,299534,2346752.0
1160,363088,922880.0
1160,381283,197760.0
1160,392044,362560.0
1160,420809,560320.0
1162,111,97150.0
1162,602,291450.0
1162,638,58290.0
1162,36576,42746.0
1163,111,41400.0
1163,11860,96048.0
1164,111,130050.0
1164,192,104040.0
1164,120467,156060.0
1164,253639,
1165,111,70000.0
1165,175,40293.4
1166,111,82200.0
1166,2034,147960.0
1166,10400,164400.0
1169,111,70000.0
1169,301337,190400.0
1173,66,140000.0
1173,111,70000.0
1173,13813,89600.0
1173,44214,36400.0
1173,86834,350000.0
1204,114,89432.0
1204,161,542980.0
1204,163,702680.0
1204,509,268296.0
1204,879,447160.0
1204,1551,166088.0
1204,2288,172476.0
1204,3586,95820.0
1204,8834,479100.0
1204,9716,127760.0
1204,9906,319400.0
1204,9944,287460.0
1204,9986,542980.0
1204,11820,415220.0
1204,32856,332176.0
1204,38167,383280.0
1204,59861,191640.0
1204,62764,542980.0
1204,137116,383280.0
1204,253639,
1204,290751,124566.0
1204,406997,127760.0
1205,114,238224.0
1205,253639,
1210,114,75516.0
1210,32856,280488.0
1211,114,66976.0
1211,9906,239200.0
1211,32856,248768.0
1229,167,425568.0
1229,177,212784.0
1229,11559,106392.0
1229,21189,
1229,309809,567424.0
1230,920,1288560.0
1230,68734,477841.0
1230,74643,161070.0
1230,87502,332878.0
1230,335988,2330146.0
1233,1429,32570.0
1233,253639,
1236,1018,71310.0
1236,11169,91514.5
1237,1878,27787.0
1237,301528,262850.0
1237,339403,51068.0
1240,608,472640.0
1240,638,50640.0
1240,10354,
1241,925,81900.0
1241,1713,176400.0
1241,10279,277200.0
1241,18487,1260000.0
1241,20649,315000.0
1241,20912,100800.0
1241,335988,2734200.0
1243,9686,81900.0
1243,9716,109200.0
1245,10184,2512160.0
1245,99861,17585120.0
1245,240832,2512160.0
1245,278927,10990700.0
1245,284053,11304720.0
1245,299534,22358224.0
1245,299536,18841200.0
1245,515001,
1246,509,231252.0
1246,2266,71578.0
1246,11324,440480.0
1246,15159,
1246,44826,936020.0
1248,197,364176.0
1248,1429,25290.0
1248,2501,303480.0
1248,2502,379350.0
1248,146216,424872.0
1269,117,395000.0
1269,209112,3950000.0
1269,396371,474000.0
1270,117,62650.0
1270,8656,187950.0
1271,117,57150.0
1271,161,194310.0
1271,163,251460.0
1271,298,194310.0
1271,15159,
1271,458423,171450.0
1276,117,127300.0
1276,497,305520.0
1276,11324,407360.0
1280,117,45850.0
1280,290751,35763.0
1281,2268,1545480.0
1281,9992,738396.0
1281,26505,746982.0
1283,550,916902.0
1283,675,2183100.0
1283,767,3638500.0
1283,12444,3638500.0
1283,12445,1819250.0
1283,13885,727700.0
1283,45269,218310.0
1283,62213,2183100.0
1283,82695,887794.0
1283,241259,2474180.0
1284,1995,359720.0
1284,71632,
1292,1245,19320.0
1292,50512,58800.0
1294,74643,142800.0
1294,210577,580720.0
1320,120,111600.0
1320,121,94800.0
1327,120,747348.0
1327,121,634844.0
1327,122,755384.0
1327,591,1004500.0
1327,2268,1446480.0
1327,11619,1197364.0
1327,536869,763420.0
1328,120,792546.0
1328,121,673238.0
1328,122,801068.0
1329,120,332568.0
1329,121,282504.0
1329,122,336144.0
1330,120,412920.0
1330,121,350760.0
1330,122,417360.0
1331,120,633516.0
1331,121,538148.0
1331,122,640328.0
1331,7978,1021800.0
1331,83542,694824.0
1332,120,670902.0
1332,121,569906.0
1332,122,678116.0
1333,120,1664514.0
1333,121,1413942.0
1333,122,1682412.0
1333,254,3704886.0
1333,11619,2666802.0
1333,17578,2326740.0
1333,99861,5011440.0
1333,140607,4385010.0
1336,79,314650.0
1336,944,1421000.0
1336,1729,558250.0
1336,1735,1471750.0
1336,2085,253750.0
1336,2140,253750.0
1336,7549,
1336,9460,
1336,10027,456750.0
1336,10431,253750.0
1336,10617,
1336,10618,
1336,10623,253750.0
1336,10796,497350.0
1336,17653,
1336,17809,
1336,27578,812000.0
1336,76163,1015000.0
1336,138103,913500.0
1341,79,497860.0
1341,10618,
1341,47971,1365100.0
1341,263341,321200.0
1352,2721,
1352,4311,
1352,4708,
1352,42726,
1352,44453,
1352,86837,42257.2
1356,10795,14040.0
1356,431937,
1356,462503,
1365,120,131316.0
1365,122,132728.0
1365,36669,197680.0
1366,120,636120.0
1366,121,540360.0
1366,122,642960.0
1366,156022,376200.0
1366,383498,752400.0
1366,567604,
1367,120,364560.0
1367,122,368480.0
1369,121,202240.0
1369,122,240640.0
1369,597,512000.0
1369,10210,28160.0
1369,10354,
1370,121,437660.0
1370,122,520760.0
1370,510,16620.0
1370,793,33240.0
1370,841,221600.0
1370,1713,77560.0
1371,121,889382.0
1371,122,1058252.0
1372,121,920508.0
1372,122,1095288.0
1372,2502,873900.0
1372,72784,163128.0
1372,87421,442776.0
1372,188927,2155620.0
1372,284053,2097360.0
1381,121,185808.0
1381,122,221088.0
1382,121,94800.0
1382,122,112800.0
1383,120,156240.0
1383,122,157920.0
1383,32458,1092.0
1461,161,813620.0
1461,163,1052920.0
1461,298,813620.0
1461,6415,717900.0
1461,7300,
1461,253639,
1462,180,449412.0
1462,293767,176240.0
1462,423204,176240.0
1466,111,126400.0
1466,7300,
1472,568,366080.0
1472,359724,687104.0
1473,402,58800.0
1473,7007,48000.0
1473,9800,31200.0
1479,167,262656.0
1479,483,51984.0
1479,2023,547200.0
1532,120467,222420.0
1532,278927,1297450.0
1534,9686,62730.0
1534,76493,271830.0
1579,155,2455690.0
1579,2266,172562.0
1579,11820,862810.0
1581,602,274050.0
1581,253639,
1598,330,111836.0
1598,2118,53620.0
1620,714,1013320.0
1620,1735,1335740.0
1620,9381,644840.0
1620,263341,184240.0
1620,283995,1842400.0
1640,489,65080.0
1640,1669,195240.0
1640,8195,357940.0
1640,10195,976200.0
1640,11515,325400.0
1640,11631,338416.0
1640,13448,976200.0
1640,65754,585720.0
1640,76338,1106360.0
1640,99861,1822240.0
1640,458423,488100.0
1642,175,76672.58
1642,67960,
1643,671,597500.0
1643,672,478000.0
1643,673,621400.0
1643,674,717000.0
1643,675,717000.0
1643,12444,1195000.0
1643,12445,597500.0
1646,95,1060080.0
1646,4561,
1646,285923,507324.0
1646,301337,514896.0
1653,255,1124.2
1653,465,
1653,1629,
1653,2786,963.6
1653,4710,
1653,8072,706.64
1653,53520,
1653,73532,12366.2
1653,135281,
1654,14646,
1654,44453,
1662,10516,
1662,11915,
1665,3131,921400.0
1665,8960,1382100.0
1665,107985,184280.0
1665,383498,1013540.0
1665,384018,1842800.0
1665,567604,
1666,673,953160.0
1666,8840,417924.0
1666,35831,
1670,676,548800.0
1670,17578,509600.0
1670,228066,156800.0
1670,325789,98000.0
1711,4442,259600.0
1711,15019,70800.0
1711,17578,383500.0
1711,145220,147500.0
1715,98,133488.0
1715,10047,110160.0
1733,2266,38948.0
1733,6016,
1733,9686,44940.0
1733,39691,254660.0
1733,86834,374500.0
1733,253639,
1733,423204,119840.0
1736,2655,415600.0
1736,9103,124680.0
1736,68718,415600.0
1736,149509,
1736,463906,
1736,466272,394820.0
1737,167,142848.0
1737,483,28272.0
1737,1883,101184.0
1739,9686,18090.0
1739,55787,45828.0
1743,184,70896.0
1743,8656,443100.0
1771,638,111660.0
1771,857,521080.0
1771,1443,44664.0
1771,214756,506192.0
1810,155,1039700.0
1810,4442,494560.0
1810,8054,168600.0
1811,602,126000.0
1811,11515,84000.0
1812,11324,845440.0
1812,271674,158520.0
1813,32856,1210872.0
1813,49026,5821500.0
1813,82695,1420446.0
1813,157336,3842190.0
1813,241259,3958620.0
1817,99861,1237600.0
1817,299534,1573520.0
1834,672,676400.0
1834,674,1014600.0
1834,1887,270560.0
1834,314405,81168.0
1844,16869,438340.0
1844,52451,469650.0
1844,145220,313100.0
1884,161,343910.0
1884,253639,
1892,161,1598000.0
1892,163,2068000.0
1892,298,1598000.0
1892,489,188000.0
1892,857,1316000.0
1892,1422,1692000.0
1892,1832,188000.0
1892,2255,4700.0
1892,2294,413600.0
1892,2501,1128000.0
1892,2502,1410000.0
1892,2503,1316000.0
1892,4442,1654400.0
1892,9023,1504000.0
1892,39538,1128000.0
1892,68724,2162000.0
1892,157336,3102000.0
1892,157834,159800.0
1892,253639,
1892,284053,3384000.0
1892,286217,2030400.0
1892,301337,1278400.0
1892,311324,2820000.0
1892,324668,2256000.0
1892,359724,1834880.0
1892,383498,2068000.0
1892,440762,
1892,567604,
1893,161,500820.0
1893,163,648120.0
1893,298,500820.0
1893,489,58920.0
1893,2255,1473.0
1893,157336,972180.0
1894,161,266220.0
1894,163,344520.0
1894,298,266220.0
1895,161,408170.0
1895,163,528220.0
1895,298,408170.0
1895,301528,840350.0
1896,161,853060.0
1896,163,1103960.0
1896,298,853060.0
1896,13291,220792.0
1896,87502,311116.0
1896,99861,2810080.0
